Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Status_encoded,approval_rate_1st,failure_rate_1st,approval_rate_2nd,failure_rate_2nd,grade_avg
1,44,1,9085,1,39,160.0,1,1,1,5,4,160.0,1,1,0,0,1,0,19,0,2,6,0,1,11,0,12.4,0.5,1.79,Dropout,0,0.9999998333333611,0.0,0.9999998333333611,0.0,13.75
1,1,4,9500,1,1,128.0,1,1,1,4,10,125.2,1,0,0,1,1,1,18,0,0,7,0,0,9,0,12.4,0.5,1.79,Graduate,1,0.9999998571428775,0.0,0.9999998750000157,0.0,14.86920634920635
1,39,1,9119,1,3,130.0,1,1,38,90,90,143.4,0,0,0,1,1,0,29,0,0,3,3,0,0,0,10.8,1.4,1.74,Dropout,0,0.0,0.9999996666667778,0.0,0.99999980000004,0.0
1,39,1,9119,1,19,133.1,1,37,38,3,7,96.7,0,0,0,1,1,1,29,0,0,6,0,0,7,0,12.4,0.5,1.79,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,18,1,9254,1,1,137.0,1,19,19,4,5,126.9,0,0,0,1,1,0,20,0,0,7,0,0,7,0,16.2,0.3,-0.92,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,13.32857142857143
1,1,1,171,1,1,163.0,1,19,1,9,7,143.1,0,0,0,1,1,0,18,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,0.0,0.0,0.0,0.0,0.0
1,1,1,9254,1,1,125.0,1,1,1,191,193,114.5,0,0,0,1,1,0,20,0,0,8,0,0,7,0,8.9,1.4,3.51,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.821428571428571
2,39,1,9119,1,1,120.0,1,34,34,0,0,140.0,1,0,0,1,1,0,33,0,0,14,0,0,9,0,9.4,-0.8,-3.12,Dropout,0,0.199999960000008,0.799999840000032,0.399999920000016,0.599999880000024,15.5
1,42,1,9991,0,1,150.0,1,19,19,5,5,113.7,0,0,0,1,1,0,30,0,11,15,0,6,15,1,16.2,0.3,-0.92,Graduate,1,0.8666666088888928,0.13333332444444504,0.9090908264462886,0.09090908264462885,11.522435897435898
1,1,1,9003,1,1,148.0,1,1,19,194,194,143.5,0,0,1,1,1,0,18,0,0,6,0,0,8,0,8.9,1.4,3.51,Graduate,1,0.8333331944444675,0.16666663888889352,0.6666665555555741,0.33333327777778704,14.75
1,1,1,9500,1,1,138.0,1,38,38,9,9,126.8,0,0,0,1,1,1,19,0,0,9,0,0,12,0,15.5,2.8,-4.06,Graduate,1,0.9999998571428775,0.0,0.9999998750000157,0.0,13.238888888888887
1,17,1,9070,1,1,119.0,1,38,19,9,9,115.2,0,0,0,1,1,1,21,0,0,8,0,0,7,0,15.5,2.8,-4.06,Dropout,0,0.6666665555555741,0.33333327777778704,0.8333331944444675,0.16666663888889352,11.25
1,39,2,9556,1,1,130.0,1,19,19,4,5,100.0,0,0,0,1,1,1,25,0,0,7,0,0,7,0,15.5,2.8,-4.06,Dropout,0,0.285714244897965,0.7142856122449125,0.0,0.9999998571428775,5.0
1,1,2,9670,1,1,135.0,1,19,19,7,10,121.4,0,0,0,1,1,0,19,0,0,7,0,0,5,0,9.4,-0.8,-3.12,Graduate,1,0.599999880000024,0.399999920000016,0.99999980000004,0.0,11.966666666666667
1,44,1,9070,1,39,120.0,1,19,1,9,3,120.0,1,0,0,1,1,0,23,0,2,8,0,5,10,1,16.2,0.3,-0.92,Dropout,0,0.7142856122449125,0.285714244897965,0.7777776913580343,0.22222219753086697,12.17142857142857
1,17,2,9070,1,1,126.0,1,38,38,9,8,129.9,1,0,0,1,1,1,19,0,0,6,0,0,7,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,13.433333333333334
1,1,1,171,1,1,149.0,1,3,2,2,5,151.1,1,0,0,1,1,0,19,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,0.0,0.0,0.0,0.0,0.0
1,39,1,9003,1,1,110.0,1,19,37,9,6,120.0,0,0,1,0,1,0,31,0,0,15,0,0,10,0,16.2,0.3,-0.92,Dropout,0,0.16666663888889352,0.8333331944444675,0.0,0.9999998333333611,5.5
1,39,1,9003,1,1,133.1,1,37,37,4,7,130.0,0,0,1,0,1,0,32,0,0,8,0,4,14,0,16.2,0.3,-0.92,Dropout,0,0.49999991666668053,0.49999991666668053,0.599999940000006,0.39999996000000404,12.214285714285715
1,16,2,9500,1,1,127.0,1,2,38,4,9,119.0,1,0,0,1,0,1,19,0,0,12,0,0,12,0,10.8,1.4,1.74,Graduate,1,0.8749998906250137,0.12499998437500197,0.8749998906250137,0.12499998437500197,12.599999999999998
1,42,1,9773,1,6,120.0,1,34,34,0,0,122.0,1,0,0,1,0,0,34,0,8,11,0,5,12,0,7.6,2.6,0.32,Graduate,1,0.99999990000001,0.0,0.8999999100000091,0.09999999000000101,12.266666666666666
1,16,6,9773,1,1,136.0,1,38,14,0,0,129.7,1,0,0,1,0,0,21,0,0,6,0,0,6,0,7.6,2.6,0.32,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,13.083333333333332
1,43,2,9238,1,1,110.0,1,37,37,9,7,112.5,1,0,0,1,0,1,53,0,4,16,0,2,9,0,9.4,-0.8,-3.12,Graduate,1,0.857142734693895,0.1428571224489825,0.9999998571428775,0.0,11.0
1,1,1,9500,1,1,136.0,1,19,19,4,7,136.0,0,0,0,1,0,1,19,0,0,7,0,0,8,0,13.9,-0.3,0.79,Graduate,1,0.9999998571428775,0.0,0.9999998750000157,0.0,14.682142857142857
1,1,3,9773,1,1,145.0,1,38,38,9,5,133.1,0,0,0,1,0,1,20,0,0,9,0,0,13,0,10.8,1.4,1.74,Graduate,1,0.6666665555555741,0.33333327777778704,0.6666665555555741,0.33333327777778704,12.125
1,1,2,9773,1,1,159.0,1,1,19,9,9,151.3,1,0,0,1,0,0,18,0,0,6,0,0,6,0,10.8,1.4,1.74,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,14.333333333333332
1,39,1,171,1,1,147.0,1,37,38,175,193,133.3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout,0,0.0,0.0,0.0,0.0,0.0
1,43,1,9500,1,1,150.0,1,37,37,9,9,130.8,1,0,0,1,0,1,21,0,0,8,0,0,8,0,12.7,3.7,-1.7,Graduate,1,0.8749998906250137,0.12499998437500197,0.8749998906250137,0.12499998437500197,14.428571428571429
1,7,1,8014,0,3,140.0,1,37,12,9,4,140.0,0,0,0,0,0,0,26,0,0,9,0,0,10,0,9.4,-0.8,-3.12,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,42,1,9085,1,39,150.0,1,1,1,4,7,150.0,1,0,0,1,0,0,26,0,11,45,10,9,27,5,15.5,2.8,-4.06,Graduate,1,0.9999999444444475,0.0,0.9999999230769291,0.0,12.147435897435898
2,44,1,9991,0,39,130.0,1,1,37,4,9,130.0,0,0,0,0,0,0,21,0,0,12,0,0,10,0,15.5,2.8,-4.06,Dropout,0,0.599999880000024,0.399999920000016,0.199999960000008,0.799999840000032,12.166666666666668
1,17,1,9773,1,1,120.0,1,37,37,5,5,125.3,0,0,0,1,0,0,18,0,0,9,0,0,9,0,7.6,2.6,0.32,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.75
1,43,1,9070,1,39,130.0,1,19,37,5,9,124.0,1,0,0,1,0,1,21,0,4,12,0,5,12,0,15.5,2.8,-4.06,Graduate,1,0.9999999166666736,0.0,0.9166665902777842,0.08333332638888948,12.939393939393938
1,17,1,9670,1,1,128.0,1,19,19,7,7,124.4,0,0,0,1,0,1,19,0,0,6,0,0,6,0,13.9,-0.3,0.79,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,13.5
1,17,1,9147,1,1,114.0,1,19,19,9,7,107.7,0,0,0,1,0,0,19,0,0,7,0,0,11,0,10.8,1.4,1.74,Dropout,0,0.399999920000016,0.599999880000024,0.399999920000016,0.599999880000024,12.0
1,43,2,9238,1,1,118.0,1,38,38,5,5,110.0,0,0,0,1,0,1,19,0,0,8,0,0,11,0,10.8,1.4,1.74,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,11.314285714285713
1,7,1,9500,1,3,130.0,1,37,38,7,7,130.0,1,0,0,1,0,0,27,0,0,8,0,0,8,0,9.4,-0.8,-3.12,Graduate,1,0.9999998750000157,0.0,0.9999998750000157,0.0,12.8875
1,1,2,9500,1,1,145.0,1,37,1,9,4,138.8,1,0,0,1,0,1,18,0,0,7,0,0,7,0,7.6,2.6,0.32,Graduate,1,0.857142734693895,0.1428571224489825,0.857142734693895,0.1428571224489825,12.95
1,1,2,9147,1,1,121.0,1,19,19,9,9,126.3,1,0,0,1,0,0,20,0,0,12,2,0,5,0,12.7,3.7,-1.7,Dropout,0,0.199999960000008,0.799999840000032,0.0,0.99999980000004,5.0
1,1,3,9500,1,1,114.0,1,1,1,5,5,114.5,1,0,0,1,0,1,19,0,0,7,0,0,8,0,12.4,0.5,1.79,Graduate,1,0.9999998571428775,0.0,0.9999998750000157,0.0,12.822142857142858
1,1,4,9670,1,1,127.0,1,1,1,7,7,116.5,1,0,0,1,0,0,20,0,0,7,0,0,6,0,16.2,0.3,-0.92,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,17,2,9238,1,1,145.0,1,19,38,7,6,128.6,1,0,0,1,0,1,19,0,0,12,0,0,11,0,12.7,3.7,-1.7,Graduate,1,0.8333331944444675,0.16666663888889352,0.9999998333333611,0.0,11.357142857142858
1,1,1,171,1,1,150.0,1,38,19,7,10,134.6,0,0,0,1,0,0,20,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout,0,0.0,0.0,0.0,0.0,0.0
1,1,1,9853,1,1,145.0,1,37,37,9,5,146.8,0,0,0,1,0,0,18,0,0,6,0,0,6,0,7.6,2.6,0.32,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,13.25
1,1,1,9085,1,1,128.0,1,19,1,5,4,135.7,1,0,0,1,0,0,20,0,0,7,0,0,5,0,10.8,1.4,1.74,Graduate,1,0.799999840000032,0.199999960000008,0.99999980000004,0.0,13.075
2,39,1,9991,0,1,140.0,1,37,37,9,9,120.0,0,0,0,0,0,0,38,0,0,6,0,0,9,0,12.7,3.7,-1.7,Dropout,0,0.99999980000004,0.0,0.399999920000016,0.599999880000024,10.8
4,39,1,8014,0,1,130.0,1,37,37,9,7,138.0,0,0,0,1,0,0,42,0,0,8,0,0,6,0,8.9,1.4,3.51,Graduate,1,0.8333331944444675,0.16666663888889352,0.9999998333333611,0.0,11.6
1,39,1,9500,1,1,140.0,1,37,37,9,6,135.5,0,0,0,1,0,0,32,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout,0,0.0,0.9999998571428775,0.0,0.9999998750000157,0.0
1,15,1,9773,1,1,120.0,26,19,19,4,5,120.0,1,0,0,1,0,0,22,1,0,6,0,0,6,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,13.333333333333332
2,39,1,9991,0,1,147.0,1,34,34,90,90,111.7,1,0,0,1,0,0,28,0,0,10,0,0,5,0,7.6,2.6,0.32,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
2,39,1,8014,0,9,133.1,1,37,37,8,10,100.0,1,0,0,1,0,0,37,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
2,44,1,9003,1,39,160.0,1,37,38,9,4,160.0,0,0,0,1,0,0,43,0,0,8,0,0,9,0,15.5,2.8,-4.06,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,14.583333333333332
6,39,1,8014,0,1,133.1,1,37,1,9,7,114.8,0,0,0,1,0,1,41,0,0,10,0,0,6,0,13.9,-0.3,0.79,Graduate,1,0.8333331944444675,0.16666663888889352,0.9999998333333611,0.0,12.583333333333334
4,39,1,8014,0,19,140.0,1,37,37,9,3,131.0,0,0,0,1,0,1,29,0,0,11,0,0,9,0,10.8,1.4,1.74,Graduate,1,0.6666665555555741,0.33333327777778704,0.8333331944444675,0.16666663888889352,11.075
1,39,1,8014,0,1,133.1,1,37,37,9,9,97.0,0,0,0,1,0,1,35,0,0,8,0,0,7,0,10.8,1.4,1.74,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,11.166666666666668
1,17,6,9238,1,1,131.0,1,1,3,4,2,131.7,1,0,0,1,0,0,18,0,0,8,0,0,8,0,9.4,-0.8,-3.12,Dropout,0,0.6666665555555741,0.33333327777778704,0.6666665555555741,0.33333327777778704,12.0
1,39,1,9500,1,19,133.1,1,37,37,9,6,120.0,0,0,0,0,0,1,39,0,0,14,0,0,9,0,16.2,0.3,-0.92,Dropout,0,0.4285713673469475,0.57142848979593,0.285714244897965,0.7142856122449125,11.0
1,39,1,9500,1,1,130.0,1,37,37,9,7,133.0,1,0,0,1,0,1,26,0,0,7,0,0,7,0,7.6,2.6,0.32,Graduate,1,0.857142734693895,0.1428571224489825,0.857142734693895,0.1428571224489825,13.7
1,7,1,9085,1,3,140.0,1,19,20,4,90,140.0,1,0,0,1,0,0,32,0,0,8,2,0,12,4,10.8,1.4,1.74,Dropout,0,0.199999960000008,0.799999840000032,0.0,0.99999980000004,7.0
1,1,1,9238,1,1,133.1,1,19,37,0,0,137.0,1,0,0,1,0,0,19,0,0,10,4,0,0,0,7.6,2.6,0.32,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,1,1,9853,1,1,115.0,1,19,38,9,9,108.0,0,0,0,1,0,1,19,0,0,10,0,0,7,0,12.4,0.5,1.79,Graduate,1,0.857142734693895,0.1428571224489825,0.9999998571428775,0.0,13.142857142857142
2,7,1,9670,1,3,110.0,1,37,37,7,7,110.0,0,0,0,1,0,0,32,0,4,15,0,2,10,0,13.9,-0.3,0.79,Graduate,1,0.7272726611570308,0.2727272479338866,0.9999998750000157,0.0,14.355555555555554
2,39,1,9147,1,1,140.0,1,37,37,9,9,127.7,1,0,0,1,0,0,31,0,0,8,0,0,9,0,7.6,2.6,0.32,Dropout,0,0.599999880000024,0.399999920000016,0.399999920000016,0.599999880000024,11.25
1,1,3,171,1,1,145.0,1,1,1,3,3,140.1,1,0,0,1,0,0,20,0,6,12,0,4,14,0,8.9,1.4,3.51,Graduate,1,0.9999999166666736,0.0,0.9999999090909174,0.0,13.791666666666668
1,39,1,9500,1,19,133.1,1,38,38,9,9,114.8,0,0,0,1,0,0,28,0,0,15,0,0,10,0,13.9,-0.3,0.79,Dropout,0,0.1428571224489825,0.857142734693895,0.1428571224489825,0.857142734693895,10.375
4,39,1,8014,0,19,133.1,1,37,37,90,7,110.0,0,0,0,0,0,0,31,0,0,8,0,0,9,0,9.4,-0.8,-3.12,Dropout,0,0.8333331944444675,0.16666663888889352,0.49999991666668053,0.49999991666668053,11.2
1,1,3,9773,1,1,110.0,1,19,19,5,5,105.5,1,0,0,1,0,0,19,0,0,6,0,0,8,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,12.7
1,1,1,9238,1,1,128.0,1,37,19,9,4,127.3,1,0,0,1,0,1,19,0,0,8,0,0,8,0,16.2,0.3,-0.92,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,13.142857142857142
1,7,1,9085,1,3,130.0,1,1,19,9,10,130.0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,16,1,9556,1,1,137.0,1,37,37,9,7,122.7,1,0,0,1,0,1,18,0,0,7,0,0,8,0,12.4,0.5,1.79,Graduate,1,0.9999998571428775,0.0,0.9999998750000157,0.0,15.680357142857144
1,17,2,9254,1,1,123.0,1,37,37,7,7,113.9,1,0,0,1,0,0,18,0,0,6,0,0,6,0,11.1,0.6,2.02,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.916666666666666
1,1,1,9147,1,1,156.0,1,3,19,3,3,151.1,0,0,1,1,1,0,19,0,0,7,0,0,11,5,16.2,0.3,-0.92,Graduate,1,0.99999980000004,0.0,0.99999980000004,0.0,13.216666666666667
1,17,2,9773,1,1,133.1,1,3,5,0,2,125.8,1,0,0,0,1,1,22,0,0,8,0,0,8,0,7.6,2.6,0.32,Dropout,0,0.0,0.9999997500000625,0.0,0.9999997500000625,0.0
2,43,1,9670,1,1,100.0,1,34,34,0,0,128.2,0,0,0,1,1,0,32,0,6,12,0,4,9,0,7.6,2.6,0.32,Graduate,1,0.99999990000001,0.0,0.44444439506173394,0.5555554938271674,11.45
1,39,1,9147,1,1,140.0,1,37,3,9,2,135.1,0,0,0,1,1,0,61,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,39,1,9991,0,1,130.0,1,37,37,9,9,120.2,1,0,0,1,1,0,30,0,0,7,0,0,5,0,7.6,2.6,0.32,Graduate,1,0.99999980000004,0.0,0.99999980000004,0.0,11.3
2,39,1,9991,0,1,133.1,1,37,37,9,9,132.8,0,0,1,0,1,0,45,0,0,9,0,0,11,0,12.4,0.5,1.79,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,44,1,9003,1,39,140.0,1,1,19,4,8,140.0,0,0,0,1,1,0,20,0,0,7,0,0,6,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,13.119047619047619
1,18,5,9500,1,1,137.0,1,19,1,1,10,129.3,0,0,0,1,0,0,19,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout,0,0.0,0.9999998571428775,0.0,0.9999998750000157,0.0
1,42,1,9119,1,1,120.0,1,3,1,2,9,108.2,1,0,0,1,1,0,26,0,4,14,0,4,11,0,7.6,2.6,0.32,Dropout,0,0.39999996000000404,0.599999940000006,0.3636363305785154,0.636363578512402,11.625
1,17,4,9670,1,1,125.0,1,1,1,4,90,125.4,1,0,0,1,1,0,19,0,0,6,0,0,5,0,7.6,2.6,0.32,Dropout,0,0.599999880000024,0.399999920000016,0.199999960000008,0.799999840000032,12.166666666666668
1,17,1,9773,1,1,130.0,1,19,37,9,9,140.2,0,0,0,1,1,1,19,0,0,6,0,0,7,0,16.2,0.3,-0.92,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,11.833333333333332
1,1,3,9773,1,1,115.0,1,38,1,9,4,116.1,1,0,0,1,1,0,19,0,0,6,0,0,7,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,12.75
1,1,1,9147,1,1,150.0,1,1,19,5,5,137.8,1,0,0,1,1,1,19,0,0,6,0,0,6,0,16.2,0.3,-0.92,Graduate,1,0.99999980000004,0.0,0.99999980000004,0.0,12.933333333333334
1,1,3,9670,1,1,134.0,1,14,11,0,0,128.4,1,0,0,0,1,0,19,0,0,5,0,0,4,0,7.6,2.6,0.32,Dropout,0,0.0,0.99999980000004,0.0,0.9999997500000625,0.0
1,39,1,9670,1,1,120.0,1,34,34,0,0,106.0,1,0,0,0,1,0,28,0,0,7,0,0,8,1,7.6,2.6,0.32,Dropout,0,0.599999880000024,0.399999920000016,0.399999920000016,0.599999880000024,11.583333333333332
1,43,1,9147,1,1,141.0,1,37,37,9,9,130.2,0,0,0,1,1,0,24,0,10,16,1,10,14,0,9.4,-0.8,-3.12,Graduate,1,0.9999999333333378,0.0,0.9999999285714337,0.0,13.554761904761905
1,1,1,9130,1,1,133.0,1,3,1,2,4,126.0,0,0,0,1,1,0,18,0,0,7,0,0,5,0,7.6,2.6,0.32,Graduate,1,0.599999880000024,0.399999920000016,0.99999980000004,0.0,13.433333333333334
1,1,1,9773,1,1,121.0,1,1,3,3,7,113.0,1,0,0,1,1,1,18,0,0,7,0,0,12,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,10.933333333333334
1,44,1,9003,1,39,120.0,1,4,1,2,8,120.0,0,0,0,1,1,0,21,0,0,9,0,0,9,0,8.9,1.4,3.51,Graduate,1,0.8333331944444675,0.16666663888889352,0.8333331944444675,0.16666663888889352,12.9
2,39,1,9991,0,1,148.0,1,19,37,9,5,130.9,0,0,0,0,1,0,28,0,0,5,0,0,6,0,12.4,0.5,1.79,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,39,1,9003,1,12,133.1,1,37,19,9,10,120.0,0,0,0,1,1,0,58,0,0,9,0,0,6,0,13.9,-0.3,0.79,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
2,39,1,9991,0,1,135.0,1,34,34,0,0,134.1,1,0,0,0,1,0,49,0,0,5,0,0,5,0,7.6,2.6,0.32,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,43,1,9670,1,1,130.0,1,34,34,0,0,114.8,0,0,0,1,1,0,25,0,0,5,0,0,5,0,7.6,2.6,0.32,Graduate,1,0.799999840000032,0.199999960000008,0.799999840000032,0.199999960000008,14.25
4,42,1,9147,1,1,133.1,1,37,38,7,3,123.0,1,0,0,1,1,0,33,0,0,5,0,0,5,0,7.6,2.6,0.32,Dropout,0,0.199999960000008,0.799999840000032,0.0,0.99999980000004,5.0
2,39,2,9119,1,19,133.1,1,37,37,7,7,118.0,0,0,0,0,1,0,33,0,0,11,0,0,5,0,9.4,-0.8,-3.12,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
2,43,1,9853,1,1,110.0,1,37,37,7,7,100.0,0,0,0,1,1,0,40,0,0,4,0,0,5,0,13.9,-0.3,0.79,Graduate,1,0.499999750000125,0.499999750000125,0.9999997500000625,0.0,15.75
2,39,1,9991,0,1,170.0,1,37,19,9,3,151.1,0,0,0,1,1,0,48,0,0,9,0,0,8,0,16.2,0.3,-0.92,Graduate,1,0.99999980000004,0.0,0.99999980000004,0.0,11.705357142857142
1,39,1,9500,1,19,133.1,1,38,38,9,8,106.0,1,0,0,1,1,0,24,0,0,7,1,0,7,1,7.6,2.6,0.32,Graduate,1,0.857142734693895,0.1428571224489825,0.857142734693895,0.1428571224489825,12.666666666666666
2,1,1,9085,1,1,139.0,1,19,19,192,144,127.1,0,0,0,1,1,1,23,0,0,6,0,0,7,1,10.8,1.4,1.74,Graduate,1,0.99999980000004,0.0,0.799999840000032,0.199999960000008,12.525
1,39,1,9991,0,19,133.1,1,19,37,7,5,155.5,1,0,1,0,1,0,39,0,0,6,0,0,7,0,10.8,1.4,1.74,Dropout,0,0.99999980000004,0.0,0.99999980000004,0.0,12.633333333333333
1,18,1,9003,1,1,133.1,1,1,38,9,6,101.0,0,0,0,1,1,0,21,0,5,16,0,3,14,0,15.5,2.8,-4.06,Graduate,1,0.8181817438016598,0.1818181652892577,0.8888887901234679,0.11111109876543349,12.075
1,42,1,9119,1,6,120.0,1,35,35,6,6,128.2,1,0,0,1,1,0,34,0,4,8,0,1,8,0,7.6,2.6,0.32,Dropout,0,0.6666665555555741,0.33333327777778704,0.399999920000016,0.599999880000024,10.875
1,1,1,9773,1,1,134.0,1,1,38,4,5,122.8,0,0,0,1,1,0,18,0,0,6,0,0,6,0,12.7,3.7,-1.7,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.25
1,1,1,9147,1,1,128.0,1,1,1,2,10,116.5,0,0,0,1,1,0,19,0,0,8,0,0,8,0,7.6,2.6,0.32,Dropout,0,0.399999920000016,0.599999880000024,0.199999960000008,0.799999840000032,13.0
1,1,1,9500,1,1,154.0,1,19,19,3,3,142.0,0,0,0,1,1,0,19,0,0,8,0,0,8,0,12.7,3.7,-1.7,Graduate,1,0.8749998906250137,0.12499998437500197,0.8749998906250137,0.12499998437500197,13.714285714285714
1,7,1,9003,1,4,150.0,1,1,1,4,6,150.0,0,0,0,1,1,0,28,0,0,14,0,0,12,0,16.2,0.3,-0.92,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,15.3375
1,17,1,9070,1,1,134.0,1,1,1,5,0,133.3,1,0,0,1,1,0,18,0,0,7,1,0,6,0,7.6,2.6,0.32,Dropout,0,0.8333331944444675,0.16666663888889352,0.0,0.9999998333333611,5.4
1,1,1,9238,1,1,127.0,1,2,2,3,4,115.8,1,0,0,1,1,0,19,0,0,11,0,0,12,0,11.1,0.6,2.02,Dropout,0,0.49999991666668053,0.49999991666668053,0.33333327777778704,0.6666665555555741,11.0
1,17,2,9085,1,1,133.1,1,19,38,9,1,100.0,1,0,1,0,1,0,19,0,0,10,0,0,19,0,12.4,0.5,1.79,Dropout,0,0.8333331944444675,0.16666663888889352,0.33333327777778704,0.6666665555555741,13.0
1,17,1,9500,1,1,130.0,1,1,3,9,2,128.6,1,0,0,1,0,0,18,0,0,7,0,0,11,0,16.2,0.3,-0.92,Graduate,1,0.9999998571428775,0.0,0.9999998750000157,0.0,15.527922077922078
1,1,1,9130,1,1,135.0,1,3,3,2,2,137.1,1,0,0,1,0,0,18,0,0,8,0,0,8,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,13.4
1,1,1,9773,1,1,143.0,1,1,3,3,3,149.0,1,0,0,1,0,0,18,0,0,8,0,0,7,0,11.1,0.6,2.02,Dropout,0,0.9999998333333611,0.0,0.9999998333333611,0.0,11.214285714285715
1,44,2,9238,1,39,150.0,1,3,19,4,9,147.0,1,0,0,1,0,0,19,0,3,6,0,2,6,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,13.833333333333332
2,7,1,9238,1,3,150.0,1,37,37,191,192,150.0,0,0,0,1,0,0,31,0,1,12,0,0,10,0,12.7,3.7,-1.7,Graduate,1,0.8333331944444675,0.16666663888889352,0.8333331944444675,0.16666663888889352,13.55
1,39,1,8014,0,1,130.0,1,37,37,9,8,103.5,0,0,0,1,0,1,33,0,0,6,0,0,6,0,12.7,3.7,-1.7,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,14.25
1,17,1,9254,1,1,115.0,1,1,19,3,3,109.4,1,0,0,1,0,0,19,0,0,8,0,0,8,0,11.1,0.6,2.02,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,13.033333333333333
1,1,3,9070,1,1,146.0,1,34,34,0,0,143.6,1,0,0,1,0,0,18,0,0,6,0,0,6,0,7.6,2.6,0.32,Dropout,0,0.9999998333333611,0.0,0.9999998333333611,0.0,12.75
1,17,3,9070,1,1,132.0,1,38,1,5,5,124.3,0,1,0,1,0,0,18,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,1,5,9670,1,1,116.0,1,19,38,9,9,119.5,1,0,0,0,0,0,18,0,0,0,0,0,0,0,8.9,1.4,3.51,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,1,1,171,1,1,163.0,1,3,4,2,5,175.6,1,0,0,1,0,0,18,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate,1,0.0,0.0,0.0,0.0,0.0
